Season,Game Type,Team,#,Name,Position,G,PA,AB,BA,OBP,SLG,OPS,R,RBI,H,1B,2B,3B,HR,TB,SB,CS,BB,IBB,K,DP,DB,SH,SF,PlayerID
2002,Regular Season,Orix Bluewave,39,"Imamura, Fumiaki",P,24,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21123882
2002,Regular Season,Chunichi Dragons,24,"Endo, Masataka",P,57,4,4,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21123889
2002,Regular Season,Orix Bluewave,26,"Iwashita, Shuichi",P,18,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21125111
2002,Japan Series,Yomiuri Giants,10,"Abe, Shinnosuke",C,4,,14,0.143,,0.143,,,1,2,2,0,0,0,2,0,,3,,5,,,,,21125113
2002,Regular Season,Yomiuri Giants,10,"Abe, Shinnosuke",C,127,511,446,0.298,0.377,0.478,0.855,62,73,133,89,26,0,18,213,4,1,46,12,81,10,12,4,3,21125113
2002,Regular Season,Chunichi Dragons,5,"Watanabe, Hiroyuki",1B,110,190,167,0.269,0.319,0.389,0.708,20,17,45,33,8,0,4,65,0,1,12,1,27,2,1,8,2,21223882
2002,Regular Season,Chunichi Dragons,16,"Morino, Masahiko",2B,84,211,191,0.225,0.285,0.366,0.651,20,14,43,26,12,0,5,70,0,1,15,3,42,4,1,4,0,21223884
2002,Regular Season,Nippon-Ham Fighters,0,"Furuki, Shigeyuki",3B,62,62,57,0.140,0.155,0.158,0.313,10,0,8,7,1,0,0,9,3,2,1,0,15,0,0,4,0,21223886
2002,Regular Season,Yomiuri Giants,12,"Murata, Yoshinori",C,36,63,57,0.228,0.279,0.316,0.595,6,6,13,11,0,1,1,18,0,1,3,0,12,0,1,2,0,21223887
2002,Regular Season,Hiroshima Toyo Carp,41,"Morikasa, Shigeru",PH,24,19,19,0.000,0.000,0.000,0.000,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,21223888
2002,Regular Season,Yomiuri Giants,60,"Miyazaki, Kazuaki",2B,23,26,23,0.261,0.346,0.261,0.607,5,2,6,6,0,0,0,6,0,2,3,0,4,0,0,0,0,21225111
2002,Regular Season,Hanshin Tigers,9,"Fujimoto, Atsushi",SS,63,162,139,0.209,0.252,0.259,0.511,8,8,29,24,4,0,1,36,3,1,8,2,23,0,0,15,0,21225113
2002,Regular Season,Chunichi Dragons,19,"Hisamoto, Yuichi",P,5,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21225115
2002,Japan Series,Yomiuri Giants,6,"Kawai, Masahiro",3B,1,,0,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,0,,,,,21323869
2002,Regular Season,Yomiuri Giants,6,"Kawai, Masahiro",3B,88,132,114,0.219,0.246,0.289,0.535,11,8,25,19,5,0,1,33,0,0,3,0,25,4,1,14,0,21323869
2002,Regular Season,Yomiuri Giants,15,"Kawahara, Junichi",P,49,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21323880
2002,Regular Season,Nippon-Ham Fighters,2,"Ogasawara, Michihiro",1B,135,574,486,0.340,0.430,0.601,1.031,77,81,165,104,27,2,32,292,8,1,76,14,77,6,6,0,6,21323884
2002,Regular Season,Chiba Lotte Marines,51,"Oho, Hiromi",LF,16,9,9,0.222,0.222,0.333,0.555,2,1,2,1,1,0,0,3,0,0,0,0,3,0,0,0,0,21323886
2002,Regular Season,Hiroshima Toyo Carp,13,"Kikuchihara, Tsuyoshi",P,4,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21323887
2002,Regular Season,Yomiuri Giants,56,"Kato, Ken",C,2,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21323888
2002,Regular Season,Nippon-Ham Fighters,30,"Kaneko, Makoto",SS,104,434,393,0.285,0.324,0.394,0.718,46,29,112,84,19,3,6,155,9,4,19,1,44,2,4,17,1,21323889
2002,Regular Season,Hiroshima Toyo Carp,24,"Kawauchi, Takaya",P,15,17,13,0.154,0.313,0.154,0.467,0,0,2,2,0,0,0,2,0,0,3,0,8,1,0,1,0,21325111
2002,Regular Season,Yokohama BayStars,2,"Uchikawa, Seiichi",PH,42,73,66,0.333,0.371,0.515,0.886,11,7,22,15,4,1,2,34,0,0,4,1,13,1,0,3,0,21325113
2002,Regular Season,Chunichi Dragons,56,"Fujitate, Jiro",PH,36,59,55,0.182,0.237,0.273,0.510,6,3,10,6,3,1,0,15,0,0,4,0,14,3,0,0,0,21423881
2002,Regular Season,Fukuoka Daiei Hawks,30,"Uchinokura, Takashi",C,8,8,8,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,21423883
2002,Regular Season,Yomiuri Giants,58,"Yamada, Shinsuke",RF,13,21,16,0.188,0.381,0.375,0.756,2,1,3,1,1,1,0,6,1,1,3,0,5,0,2,0,0,21423886
2002,Regular Season,Hanshin Tigers,55,"Yoshimoto, Ryo",C,31,81,72,0.181,0.263,0.222,0.485,4,4,13,12,0,0,1,16,1,0,6,1,28,1,2,1,0,21423887
2002,Regular Season,Yakult Swallows,51,"Yoneno, Tomohito",C,22,55,51,0.196,0.241,0.255,0.496,4,2,10,9,0,0,1,13,0,0,3,1,15,0,0,1,0,21425111
2002,Regular Season,Orix Bluewave,50,"Makita, Shogo",3B,12,25,23,0.174,0.208,0.174,0.382,1,2,4,4,0,0,0,4,0,1,1,0,5,0,0,1,0,21425115
2002,Regular Season,Fukuoka Daiei Hawks,00,"Sugiyama, Shunsuke",C,1,2,2,0.500,0.500,0.500,1.000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21523882
2002,Regular Season,Hiroshima Toyo Carp,15,"Kuroda, Hiroki",P,23,57,51,0.098,0.115,0.118,0.233,3,0,5,4,1,0,0,6,0,0,1,0,30,0,0,5,0,21523884
2002,Regular Season,Fukuoka Daiei Hawks,16,"Shinohara, Takayuki",P,19,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21523886
2002,Regular Season,Yokohama BayStars,10,"Saeki, Takahiro",1B,62,225,209,0.297,0.333,0.378,0.711,15,23,62,49,11,0,2,79,4,2,11,1,36,6,1,3,1,21523887
2002,Regular Season,Yokohama BayStars,56,"Koike, Masaaki",PH,60,114,109,0.257,0.268,0.349,0.617,11,11,28,22,4,0,2,38,1,1,2,1,31,0,0,2,1,21523888
2002,Regular Season,Yokohama BayStars,77,"Shichino, Tomohide",PH,24,33,31,0.097,0.152,0.258,0.410,6,1,3,1,0,1,1,8,0,0,2,0,7,0,0,0,0,21525111
2002,Regular Season,Chiba Lotte Marines,28,"Kato, Kosuke",P,32,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21525113
2002,Regular Season,Fukuoka Daiei Hawks,14,"Wakatabe, Kenichi",P,26,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21623885
2002,Regular Season,Hanshin Tigers,26,"Carlyle, Buddy",P,3,5,4,0.250,0.250,0.250,0.500,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,21625113
2002,Regular Season,Hiroshima Toyo Carp,18,"Sasaoka, Shinji",P,25,49,43,0.070,0.111,0.116,0.227,2,0,3,1,2,0,0,5,0,0,2,0,30,1,0,4,0,21723881
2002,Regular Season,Yokohama BayStars,57,"Tsuruoka, Kazunari",C,12,10,9,0.111,0.200,0.111,0.311,1,0,1,1,0,0,0,1,0,0,1,0,4,0,0,0,0,21723882
2002,Regular Season,Fukuoka Daiei Hawks,6,"Torigoe, Yusuke",SS,129,385,331,0.251,0.311,0.335,0.646,34,25,83,66,10,3,4,111,7,5,29,1,68,3,0,25,0,21723889
2002,Regular Season,Yomiuri Giants,17,"Takahashi, Hisanori",P,26,63,55,0.091,0.107,0.091,0.198,1,2,5,5,0,0,0,5,0,0,1,0,21,1,0,7,0,21725111
2002,Japan Series,Yomiuri Giants,00,"Goto, Koji",PH,2,,4,0.500,,1.000,,,2,2,1,0,1,0,4,0,,0,,2,,,,,21823868
2002,Regular Season,Yomiuri Giants,00,"Goto, Koji",PH,86,132,120,0.233,0.292,0.283,0.575,12,8,28,24,3,0,1,34,1,1,8,0,18,3,2,2,0,21823868
2002,Regular Season,Osaka Kintetsu Buffaloes,3,"Yoshioka, Yuji",1B,140,569,520,0.269,0.324,0.508,0.832,66,72,140,71,40,3,26,264,4,2,36,1,126,20,7,4,2,21823881
2002,Regular Season,Yakult Swallows,65,"Matsumoto, Yuichi",RF,10,27,24,0.250,0.333,0.292,0.625,2,3,6,5,1,0,0,7,0,0,1,1,4,0,2,0,0,21823888
2002,Regular Season,Nippon-Ham Fighters,15,"Cromer, Dt",LF,131,520,478,0.245,0.300,0.439,0.739,49,54,117,67,27,3,20,210,5,5,35,2,134,6,4,0,3,21825115
2002,Regular Season,Yomiuri Giants,35,"Fukui, Keiji",3B,61,67,59,0.220,0.292,0.458,0.750,9,11,13,7,2,0,4,27,1,0,5,0,23,1,1,1,0,21923880
2002,Regular Season,Seibu Lions,33,"Tamano, Hiromasa",3B,2,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21923884
2002,Regular Season,Seibu Lions,28,"Takeshita, Jun",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21923885
2002,Regular Season,Yokohama BayStars,46,"Taniguchi, Kuniyuki",P,15,18,16,0.125,0.125,0.125,0.250,0,2,2,2,0,0,0,2,0,0,0,0,9,0,0,2,0,21923886
2002,Regular Season,Hiroshima Toyo Carp,21,"Tsuruta, Yasushi",P,19,26,19,0.053,0.143,0.053,0.196,0,0,1,1,0,0,0,1,0,0,2,0,15,0,0,5,0,21923887
2002,Regular Season,Hiroshima Toyo Carp,2,"Higashide, Akihiro",SS,107,437,377,0.239,0.281,0.271,0.552,41,17,90,81,7,1,1,102,12,8,20,0,44,5,3,35,2,21923888
2002,Regular Season,Chiba Lotte Marines,9,"Fukura, Kazuya",1B,135,565,493,0.300,0.384,0.436,0.820,48,66,148,99,40,0,9,215,2,1,52,3,73,10,17,0,3,21923889
2002,Regular Season,Chiba Lotte Marines,16,"Tanaka, Takashi",P,18,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21925115
2002,Regular Season,Chiba Lotte Marines,00,"May, Derrick",DH,136,547,490,0.273,0.346,0.471,0.817,57,90,134,84,26,1,23,231,2,1,47,5,89,12,8,0,2,23125113
2002,Regular Season,Hanshin Tigers,6,"White, Derrick",LF,73,248,220,0.227,0.310,0.368,0.678,19,21,50,33,10,0,7,81,1,0,22,1,55,8,5,0,1,23125115
2002,Japan Series,Seibu Lions,34,"Evans, Tom",3B,2,,5,0.200,,0.800,,,2,1,0,0,0,1,4,0,,0,,4,,,,,23325113
2002,Regular Season,Seibu Lions,34,"Evans, Tom",3B,78,294,242,0.252,0.378,0.504,0.882,37,45,61,31,14,1,15,122,0,3,42,2,93,2,8,0,2,23325113
2002,Regular Season,Chunichi Dragons,39,"Vargas, Martin",P,8,16,14,0.071,0.071,0.071,0.142,0,0,1,1,0,0,0,1,0,0,0,0,10,0,0,2,0,23325115
2002,Regular Season,Seibu Lions,0,"Kawada, Yusuke",LF,6,9,9,0.111,0.111,0.222,0.333,1,0,1,0,1,0,0,2,0,0,0,0,3,0,0,0,0,23423868
2002,Japan Series,Seibu Lions,55,"Kakiuchi, Tetsuya",PH,2,,4,0.250,,0.250,,,0,1,1,0,0,0,1,0,,0,,0,,,,,27123868
2002,Regular Season,Seibu Lions,55,"Kakiuchi, Tetsuya",PH,80,153,134,0.224,0.316,0.343,0.659,16,15,30,22,4,0,4,46,0,0,16,2,38,2,2,0,0,27123868
2002,Regular Season,Yomiuri Giants,50,"Minami, Shinichiro",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31033880
2002,Regular Season,Seibu Lions,41,"Toriyabe, Kenichi",P,6,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31033886
2002,Regular Season,Nippon-Ham Fighters,66,"Nishiura, Katsuhiro",RF,14,37,35,0.229,0.250,0.314,0.564,2,2,8,7,0,0,1,11,0,0,1,0,12,1,0,1,0,31033887
2002,Regular Season,Yokohama BayStars,0,"Manei, Takashi",3B,70,47,43,0.186,0.186,0.209,0.395,3,3,8,7,1,0,0,9,2,0,0,0,7,0,0,4,0,31033889
2002,Regular Season,Yakult Swallows,24,"Hanada, Masato",P,22,4,4,0.250,0.250,0.750,1.000,1,2,1,0,0,1,0,3,0,0,0,0,2,0,0,0,0,31035111
2002,Regular Season,Orix Bluewave,48,"Tsuji, Ryutaro",RF,34,48,42,0.214,0.267,0.286,0.553,1,2,9,6,3,0,0,12,1,0,2,0,8,0,1,3,0,31035115
2002,Regular Season,Hiroshima Toyo Carp,38,"Asayama, Toyo",PH,2,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31133880
2002,Regular Season,Chiba Lotte Marines,66,"Amano, Yugo",SS,7,4,4,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,31133882
2002,Regular Season,Orix Bluewave,30,"Aikawa, Ryota",RF,64,188,170,0.206,0.258,0.353,0.611,11,23,35,20,10,0,5,60,3,4,10,0,41,4,2,6,0,31133888
2002,Japan Series,Seibu Lions,21,"Ishii, Takashi",P,1,,1,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,1,,,,,31133889
2002,Regular Season,Seibu Lions,21,"Ishii, Takashi",P,22,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31133889
2002,Regular Season,Seibu Lions,53,"Aoki, Hayato",P,36,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31135111
2002,Regular Season,Orix Bluewave,38,"Aiki, Takashi",P,15,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31135113
2002,Regular Season,Hiroshima Toyo Carp,0,"Kimura, Takuya",2B,130,449,412,0.238,0.278,0.323,0.601,46,27,98,74,18,1,5,133,6,1,20,0,66,7,3,13,1,31233883
2002,Regular Season,Chunichi Dragons,62,"Miyakoshi, Akira",P,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31233884
2002,Regular Season,Hanshin Tigers,56,"Harada, Kenji",P,8,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31233886
2002,Regular Season,Orix Bluewave,13,"Makino, Rui",P,7,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31233887
2002,Japan Series,Seibu Lions,18,"Matsuzaka, Daisuke",P,1,,1,0.000,,0.000,,,0,0,0,0,0,0,0,0,,0,,0,,,,,31233888
2002,Regular Season,Seibu Lions,18,"Matsuzaka, Daisuke",P,14,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31233888
2002,Regular Season,Hiroshima Toyo Carp,35,"Matsumoto, Tomofumi",PH,2,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31235111
2002,Regular Season,Yakult Swallows,14,"Hagiwara, Takahiko",P,8,2,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,31235115
2002,Regular Season,Nippon-Ham Fighters,18,"Iwamoto, Tsutomu",P,4,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31333881
2002,Regular Season,Fukuoka Daiei Hawks,0,"Okoshi, Motoi",RF,69,87,79,0.241,0.302,0.367,0.669,16,14,19,12,5,1,1,29,3,1,5,0,15,2,2,1,0,31333887
2002,Japan Series,Seibu Lions,39,"Kaizuka, Masahide",LF,1,,1,1.000,,1.000,,,0,1,1,0,0,0,1,0,,0,,0,,,,,31335111
2002,Regular Season,Seibu Lions,39,"Kaizuka, Masahide",LF,33,93,86,0.302,0.330,0.384,0.714,9,8,26,21,4,0,1,33,0,0,3,2,15,0,1,2,1,31335111
2002,Regular Season,Yokohama BayStars,38,"Inamine, Shigeo",P,19,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31335113
2002,Regular Season,Yomiuri Giants,36,"Ishikawa, Masami",P,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31335115
2002,Regular Season,Hanshin Tigers,34,"Hoshino, Nobuyuki",P,8,13,12,0.167,0.167,0.167,0.334,0,0,2,2,0,0,0,2,0,0,0,0,8,0,0,1,0,31433860
2002,Regular Season,Yomiuri Giants,21,"Cho, Sonmin",P,6,4,4,0.250,0.250,0.500,0.750,1,0,1,0,1,0,0,2,0,0,0,0,3,0,0,0,0,31433882
2002,Japan Series,Seibu Lions,5,"Wada, Kazuhiro",LF,4,,15,0.000,,0.000,,,0,0,0,0,0,0,0,0,,1,,2,,,,,31433884
2002,Regular Season,Seibu Lions,5,"Wada, Kazuhiro",LF,115,472,439,0.319,0.357,0.610,0.967,64,81,140,80,25,2,33,268,5,3,27,3,74,14,1,2,3,31433884
2002,Regular Season,Hanshin Tigers,24,"Hiyama, Shinjiro",RF,110,452,416,0.293,0.340,0.445,0.785,51,61,122,87,20,2,13,185,7,1,21,1,69,7,10,2,3,31433885
2002,Regular Season,Yakult Swallows,45,"Yamamoto, Tatsuki",P,11,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31433887
2002,Regular Season,Hiroshima Toyo Carp,66,"Yano, Shuhei",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31433888
2002,Regular Season,Orix Bluewave,14,"Yamaguchi, Kazuo",P,41,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31435111
2002,Regular Season,Seibu Lions,59,"Mizuta, Keisuke",2B,2,3,2,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31435113
2002,Regular Season,Chiba Lotte Marines,4,"Sakai, Tadaharu",2B,62,210,188,0.261,0.305,0.335,0.640,20,17,49,37,11,0,1,63,0,1,11,0,40,5,1,10,0,31533868
2002,Regular Season,Hiroshima Toyo Carp,40,"Kura, Yoshikazu",C,13,26,21,0.143,0.217,0.190,0.407,0,0,3,2,1,0,0,4,0,0,2,1,6,0,0,3,0,31533886
2002,Regular Season,Yomiuri Giants,45,"Kuroda, Satoshi",2B,9,12,12,0.250,0.250,0.500,0.750,1,2,3,2,0,0,1,6,0,0,0,0,3,1,0,0,0,31533887
2002,Regular Season,Fukuoka Daiei Hawks,9,"Kokubo, Hiroki",3B,136,579,507,0.292,0.375,0.531,0.906,89,89,148,91,25,0,32,269,8,1,63,3,90,10,6,0,3,31533889
2002,Regular Season,Hiroshima Toyo Carp,50,"Kurihara, Kenta",3B,10,23,22,0.182,0.217,0.409,0.626,2,1,4,1,2,0,1,9,0,0,0,0,7,0,1,0,0,31535111
2002,Regular Season,Hanshin Tigers,5,"Okihara, Yoshinori",SS,63,137,121,0.248,0.266,0.364,0.630,12,8,30,21,6,1,2,44,1,0,3,0,26,3,0,13,0,31535113
2002,Regular Season,Yokohama BayStars,13,"Okamoto, Naoya",P,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31535115
2002,Regular Season,Osaka Kintetsu Buffaloes,17,"Ishige, Hiroshi",P,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31633868
2002,Regular Season,Hiroshima Toyo Carp,1,"Maeda, Tomonori",RF,123,462,422,0.308,0.364,0.481,0.845,50,59,130,98,11,1,20,203,0,1,37,2,38,11,1,0,2,31633881
2002,Regular Season,Yokohama BayStars,22,"Yoshimi, Yuji",P,27,72,63,0.238,0.294,0.270,0.564,7,6,15,13,2,0,0,17,0,0,4,0,18,2,1,4,0,31635113
2002,Regular Season,Chunichi Dragons,29,"Yamai, Daisuke",P,32,22,18,0.000,0.000,0.000,0.000,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,3,1,31635115
2002,Regular Season,Fukuoka Daiei Hawks,2,"Jojima, Kenji",C,115,463,416,0.293,0.348,0.517,0.865,60,74,122,79,18,0,25,215,8,7,30,5,41,11,8,3,6,31733880
2002,Regular Season,Fukuoka Daiei Hawks,68,"Takahashi, Kazuyuki",CF,21,60,56,0.339,0.383,0.411,0.794,7,5,19,15,4,0,0,23,1,2,3,0,9,1,1,0,0,31733882
2002,Regular Season,Orix Bluewave,36,"Tamura, Tsutomu",P,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31733883
2002,Regular Season,Orix Bluewave,41,"Shiotani, Kazuhiko",1B,99,301,274,0.230,0.280,0.339,0.619,22,20,63,44,13,1,5,93,2,0,17,2,50,2,2,8,0,31733887
2002,Regular Season,Chiba Lotte Marines,22,"Satozaki, Tomoya",C,12,25,23,0.043,0.120,0.174,0.294,1,1,1,0,0,0,1,4,0,0,2,0,9,0,0,0,0,31733888
2002,Regular Season,Nippon-Ham Fighters,47,"Sekine, Hiroyuki",P,12,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31733889
2002,Regular Season,Yakult Swallows,20,"Kamada, Yuya",P,15,18,16,0.063,0.118,0.125,0.243,0,1,1,0,1,0,0,2,0,0,1,0,8,0,0,1,0,31735113
2002,Regular Season,Yakult Swallows,9,"Petagine, Roberto",1B,131,552,453,0.322,0.438,0.649,1.087,90,94,146,81,23,1,41,294,0,1,85,9,106,6,11,0,3,31833888
2002,Regular Season,Nippon-Ham Fighters,32,"Seelbach, Christopher",P,22,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31835115
2002,Japan Series,Yomiuri Giants,8,"Nishi, Toshihisa",2B,4,,15,0.200,,0.333,,,2,3,1,2,0,0,5,0,,0,,3,,,,,31933882
2002,Regular Season,Yomiuri Giants,8,"Nishi, Toshihisa",2B,103,399,369,0.244,0.285,0.371,0.656,47,42,90,61,19,2,8,137,22,0,20,4,60,8,2,6,2,31933882
2002,Regular Season,Nippon-Ham Fighters,62,"Takahashi, Shinji",C,8,12,12,0.250,0.250,0.333,0.583,0,2,3,2,1,0,0,4,0,0,0,0,4,0,0,0,0,31933884
2002,Regular Season,Chunichi Dragons,66,"Takahashi, Mitsunobu",1B,26,74,70,0.229,0.270,0.386,0.656,9,5,16,11,2,0,3,27,1,1,1,0,10,1,3,0,0,31933886
2002,Regular Season,Fukuoka Daiei Hawks,57,"Taguchi, Masanori",C,35,102,87,0.230,0.287,0.310,0.597,10,7,20,15,4,0,1,27,1,0,4,0,15,3,3,8,0,31933887
2002,Regular Season,Nippon-Ham Fighters,31,"Taguchi, Masanori",C,4,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31933887
2002,Regular Season,Fukuoka Daiei Hawks,47,"Sugiuchi, Toshiya",P,11,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31935115
2002,Regular Season,Fukuoka Daiei Hawks,36,"Raggio, Brady",P,15,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33135111
2002,Regular Season,Hiroshima Toyo Carp,43,"Beltran, Rigo",P,25,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33135115
2002,Regular Season,Hiroshima Toyo Carp,32,"Nishiyama, Shuji",C,87,188,169,0.195,0.265,0.290,0.555,12,11,33,25,4,0,4,49,1,1,15,2,34,5,1,3,0,33233868
2002,Regular Season,Chunichi Dragons,18,"Gaillard, Eddie",P,47,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33335111
2002,Regular Season,Osaka Kintetsu Buffaloes,19,"Akahori, Motoyuki",P,11,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35433868
2002,Regular Season,Yokohama BayStars,23,"Ogawa, Hirofumi",1B,119,396,352,0.261,0.321,0.375,0.696,28,44,92,68,15,2,7,132,1,1,32,1,76,5,1,6,5,37133868
2002,Regular Season,Fukuoka Daiei Hawks,62,"Deguchi, Yudai",LF,57,177,153,0.268,0.337,0.444,0.781,25,24,41,27,7,1,6,68,1,5,16,0,46,1,0,8,0,41043881
2002,Regular Season,Fukuoka Daiei Hawks,67,"Matsumoto, Akira",P,11,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41043882
2002,Regular Season,Chunichi Dragons,35,"Makuta, Kenji",RF,4,16,15,0.200,0.250,0.200,0.450,0,4,3,3,0,0,0,3,0,1,1,0,6,0,0,0,0,41043884
2002,Regular Season,Seibu Lions,26,"Hoshino, Tomoki",P,8,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41043888
2002,Regular Season,Nippon-Ham Fighters,35,"Nakamura, Hayato",P,21,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41045113
2002,Regular Season,Osaka Kintetsu Buffaloes,58,"Nagasaka, Kenji",C,2,3,3,0.333,0.333,0.333,0.666,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,41045115
2002,Regular Season,Chiba Lotte Marines,2,"Omura, Saburo",CF,131,512,441,0.286,0.348,0.431,0.779,67,43,126,82,33,2,9,190,13,1,36,0,93,4,9,20,6,41143880
2002,Regular Season,Yokohama BayStars,3,"Ishii, Hiro",1B,34,87,77,0.208,0.287,0.247,0.534,3,2,16,13,3,0,0,19,0,0,6,0,18,2,3,0,1,41143881
2002,Regular Season,Chiba Lotte Marines,60,"Iyoda, Kazunori",PR,27,40,35,0.200,0.300,0.371,0.671,7,3,7,3,3,0,1,13,0,0,4,0,11,1,1,0,0,41143882
2002,Regular Season,Chunichi Dragons,48,"Ibata, Hirokazu",SS,135,596,531,0.290,0.361,0.363,0.724,67,25,154,124,25,1,4,193,6,9,53,1,77,11,6,6,0,41143886
2002,Regular Season,Nippon-Ham Fighters,52,"Ogai, Yasufumi",PR,4,3,3,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41143889
2002,Regular Season,Seibu Lions,25,"Uchizono, Naoki",P,17,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41145111
