Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2025,Regular Season,Saitama Seibu Lions,52,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065150"">Shinohara, Hibiki</a>",P,2,1.000,0,1,0,0,,61065150
2025,Regular Season,Hiroshima Toyo Carp,41,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065151"">Suzuki, Kenya</a>",P,24,1.000,3,8,0,0,,61065151
2025,Regular Season,Tohoku Rakuten Golden Eagles,59,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065155"">Tai, Katsutoshi</a>",P,6,0.000,0,0,0,0,,61065155
2025,Regular Season,Orix Buffaloes,61,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065157"">Chano, Tokumasa</a>",OF,3,0.000,0,0,0,0,,61065157
2025,Regular Season,Orix Buffaloes,96,"<a href=""https://proeyekyuu.com/player/?PlayerID=61065159"">Takashima, Taito</a>",P,22,1.000,3,7,0,0,,61065159
2025,Regular Season,Tohoku Rakuten Golden Eagles,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=61165132"">Abe, Toshiki</a>",1B,7,0.970,30,2,1,2,,61165132
2025,Regular Season,Tohoku Rakuten Golden Eagles,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=61165132"">Abe, Toshiki</a>",3B,1,0.000,0,0,0,0,,61165132
2025,Regular Season,Tohoku Rakuten Golden Eagles,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=61165132"">Abe, Toshiki</a>",OF,23,1.000,40,1,0,1,,61165132
2025,Regular Season,Tohoku Rakuten Golden Eagles,70,"<a href=""https://proeyekyuu.com/player/?PlayerID=61165134"">Ishihara, Tsuyoshi</a>",C,31,1.000,85,10,0,1,0,61165134
2025,Regular Season,Chiba Lotte Marines,21,"<a href=""https://proeyekyuu.com/player/?PlayerID=61165139"">Ishikawa, Shuta</a>",P,19,1.000,7,18,0,0,,61165139
2025,Regular Season,Yomiuri Giants,23,"<a href=""https://proeyekyuu.com/player/?PlayerID=61165150"">Ishizuka, Yusei</a>",SS,2,1.000,1,0,0,0,,61165150
2025,Regular Season,Yomiuri Giants,65,"<a href=""https://proeyekyuu.com/player/?PlayerID=61165153"">Ishikawa, Tatsuya</a>",P,41,1.000,5,15,0,2,,61165153
2025,Regular Season,Chunichi Dragons,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=61165157"">Itoh, Mao</a>",P,12,1.000,2,0,0,0,,61165157
2025,Climax Series - First Stage,Yomiuri Giants,35,"<a href=""https://proeyekyuu.com/player/?PlayerID=61165159"">Izuguchi, Yuta</a>",SS,2,1.000,7,6,0,2,,61165159
2025,Regular Season,Yomiuri Giants,35,"<a href=""https://proeyekyuu.com/player/?PlayerID=61165159"">Izuguchi, Yuta</a>",SS,132,0.979,177,346,11,63,,61165159
2025,Regular Season,Tokyo Yakult Swallows,015,"<a href=""https://proeyekyuu.com/player/?PlayerID=61265138"">Numata, Shohei</a>",P,1,0.000,0,0,0,0,,61265138
2025,Regular Season,Saitama Seibu Lions,37,"<a href=""https://proeyekyuu.com/player/?PlayerID=61265151"">Tsuge, Sena</a>",C,13,1.000,33,10,0,1,1,61265151
2025,Regular Season,Chunichi Dragons,19,"<a href=""https://proeyekyuu.com/player/?PlayerID=61265153"">Takahashi, Hiroto</a>",P,26,0.981,14,38,1,6,,61265153
2025,Regular Season,Hiroshima Toyo Carp,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=61265155"">Tamura, Shunsuke</a>",1B,13,1.000,102,6,0,7,,61265155
2025,Regular Season,Hiroshima Toyo Carp,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=61265155"">Tamura, Shunsuke</a>",OF,4,1.000,4,0,0,0,,61265155
2025,Regular Season,Chunichi Dragons,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=61265159"">Tsujimoto, Rintaro</a>",2B,10,0.977,21,22,1,5,,61265159
2025,Regular Season,Chunichi Dragons,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=61265159"">Tsujimoto, Rintaro</a>",3B,4,0.500,1,0,1,0,,61265159
2025,Regular Season,Chunichi Dragons,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=61265159"">Tsujimoto, Rintaro</a>",SS,6,0.857,3,3,1,0,,61265159
2025,Regular Season,Chunichi Dragons,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=61365132"">Usami, Shingo</a>",1B,1,0.000,0,0,0,0,,61365132
2025,Regular Season,Chunichi Dragons,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=61365132"">Usami, Shingo</a>",C,14,1.000,67,7,0,1,0,61365132
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=61365136"">Ogata, Shuto</a>",P,1,0.000,0,0,0,0,,61365136
2025,Regular Season,Fukuoka Softbank Hawks,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=61365136"">Ogata, Shuto</a>",P,38,1.000,1,3,0,0,,61365136
2025,Regular Season,Hiroshima Toyo Carp,14,"<a href=""https://proeyekyuu.com/player/?PlayerID=61365139"">Ohsera, Daichi</a>",P,23,1.000,5,23,0,1,,61365139
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=61365153"">Irie, Taisei</a>",P,1,0.000,0,0,0,0,,61365153
2025,Regular Season,Yokohama DeNA Baystars,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=61365153"">Irie, Taisei</a>",P,50,0.917,2,9,1,0,,61365153
2025,Regular Season,Orix Buffaloes,57,"<a href=""https://proeyekyuu.com/player/?PlayerID=61465131"">Yamada, Nobuyoshi</a>",P,28,0.778,1,6,2,0,,61465131
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=61465133"">Makihara, Taisei</a>",2B,2,1.000,5,8,0,1,,61465133
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=61465133"">Makihara, Taisei</a>",OF,3,1.000,9,0,0,0,,61465133
2025,Japan Series,Fukuoka Softbank Hawks,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=61465133"">Makihara, Taisei</a>",2B,5,1.000,4,14,0,2,,61465133
2025,Regular Season,Fukuoka Softbank Hawks,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=61465133"">Makihara, Taisei</a>",2B,104,0.987,182,257,6,53,,61465133
2025,Regular Season,Fukuoka Softbank Hawks,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=61465133"">Makihara, Taisei</a>",OF,29,1.000,53,1,0,0,,61465133
2025,Regular Season,Orix Buffaloes,13,"<a href=""https://proeyekyuu.com/player/?PlayerID=61465150"">Teranishi, Naruki</a>",P,11,1.000,2,5,0,0,,61465150
2025,Regular Season,Saitama Seibu Lions,90,"<a href=""https://proeyekyuu.com/player/?PlayerID=61465151"">Hamaya, Shota</a>",P,16,1.000,2,4,0,0,,61465151
2025,Regular Season,Tohoku Rakuten Golden Eagles,49,"<a href=""https://proeyekyuu.com/player/?PlayerID=61465155"">Nishigaki, Masaya</a>",P,63,1.000,0,12,0,1,,61465155
2025,Regular Season,Hiroshima Toyo Carp,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=61565135"">Kikuchi, Ryosuke</a>",2B,112,0.990,205,281,5,43,,61565135
2025,Regular Season,Hanshin Tigers,55,"<a href=""https://proeyekyuu.com/player/?PlayerID=61565136"">Kusumoto, Taishi</a>",OF,5,1.000,3,0,0,0,,61565136
2025,Regular Season,Chunichi Dragons,21,"<a href=""https://proeyekyuu.com/player/?PlayerID=61565150"">Kanemaru, Yumeto</a>",P,15,1.000,2,18,0,0,,61565150
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,66,"<a href=""https://proeyekyuu.com/player/?PlayerID=61665130"">Matsumoto, Yuki</a>",P,3,1.000,1,1,0,0,,61665130
2025,Japan Series,Fukuoka Softbank Hawks,66,"<a href=""https://proeyekyuu.com/player/?PlayerID=61665130"">Matsumoto, Yuki</a>",P,4,1.000,1,0,0,0,,61665130
2025,Regular Season,Fukuoka Softbank Hawks,66,"<a href=""https://proeyekyuu.com/player/?PlayerID=61665130"">Matsumoto, Yuki</a>",P,51,1.000,2,4,0,0,,61665130
2025,Regular Season,Tohoku Rakuten Golden Eagles,46,"<a href=""https://proeyekyuu.com/player/?PlayerID=61665134"">Fujihira, Shoma</a>",P,62,1.000,1,7,0,0,,61665134
2025,Regular Season,Hokkaido Nippon-Ham Fighters,93,"<a href=""https://proeyekyuu.com/player/?PlayerID=61665151"">Matsuoka, Koki</a>",P,3,0.000,0,0,0,0,,61665151
2025,Regular Season,Saitama Seibu Lions,9,"<a href=""https://proeyekyuu.com/player/?PlayerID=61665157"">Hiruma, Takuya</a>",OF,12,1.000,19,0,0,0,,61665157
2025,Regular Season,Fukuoka Softbank Hawks,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=61665159"">Hirose, Ryuta</a>",1B,7,1.000,19,0,0,3,,61665159
2025,Regular Season,Fukuoka Softbank Hawks,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=61665159"">Hirose, Ryuta</a>",2B,18,0.931,29,25,4,3,,61665159
2025,Regular Season,Fukuoka Softbank Hawks,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=61665159"">Hirose, Ryuta</a>",3B,10,0.966,8,20,1,6,,61665159
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=61765139"">Sugiura, Toshihiro</a>",P,2,0.000,0,0,0,0,,61765139
2025,Regular Season,Hokkaido Nippon-Ham Fighters,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=61765139"">Sugiura, Toshihiro</a>",P,18,1.000,0,2,0,1,,61765139
2025,Regular Season,Chiba Lotte Marines,58,"<a href=""https://proeyekyuu.com/player/?PlayerID=61765153"">Kawamura, Tokito</a>",P,4,1.000,2,1,0,0,,61765153
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,46,"<a href=""https://proeyekyuu.com/player/?PlayerID=61765155"">Kuroyanagi, Kyosuke</a>",P,1,0.000,0,0,0,0,,61765155
2025,Regular Season,Hokkaido Nippon-Ham Fighters,46,"<a href=""https://proeyekyuu.com/player/?PlayerID=61765155"">Kuroyanagi, Kyosuke</a>",P,5,0.000,0,0,0,0,,61765155
2025,Regular Season,Hiroshima Toyo Carp,47,"<a href=""https://proeyekyuu.com/player/?PlayerID=61765157"">Saitoh, Yuta</a>",P,2,0.000,0,0,0,0,,61765157
2025,Regular Season,Orix Buffaloes,98,"<a href=""https://proeyekyuu.com/player/?PlayerID=61765159"">Gonda, Ryusei</a>",P,9,1.000,1,0,0,0,,61765159
2025,Regular Season,Tokyo Yakult Swallows,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=61865132"">Mogi, Eigoro</a>",3B,43,0.991,34,72,1,5,,61865132
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,56,"<a href=""https://proeyekyuu.com/player/?PlayerID=61865153"">Hosokawa, Ryohei</a>",3B,1,0.000,0,0,0,0,,61865153
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,56,"<a href=""https://proeyekyuu.com/player/?PlayerID=61865153"">Hosokawa, Ryohei</a>",OF,1,0.000,0,0,0,0,,61865153
2025,Regular Season,Hokkaido Nippon-Ham Fighters,56,"<a href=""https://proeyekyuu.com/player/?PlayerID=61865153"">Hosokawa, Ryohei</a>",1B,6,1.000,22,0,0,2,,61865153
2025,Regular Season,Hokkaido Nippon-Ham Fighters,56,"<a href=""https://proeyekyuu.com/player/?PlayerID=61865153"">Hosokawa, Ryohei</a>",2B,2,1.000,1,1,0,0,,61865153
2025,Regular Season,Hokkaido Nippon-Ham Fighters,56,"<a href=""https://proeyekyuu.com/player/?PlayerID=61865153"">Hosokawa, Ryohei</a>",3B,1,0.000,0,0,0,0,,61865153
2025,Regular Season,Hokkaido Nippon-Ham Fighters,56,"<a href=""https://proeyekyuu.com/player/?PlayerID=61865153"">Hosokawa, Ryohei</a>",OF,7,1.000,2,0,0,0,,61865153
2025,Regular Season,Chunichi Dragons,90,"<a href=""https://proeyekyuu.com/player/?PlayerID=61865157"">Matsuyama, Shinya</a>",P,53,0.889,2,6,1,0,,61865157
2025,Regular Season,Hokkaido Nippon-Ham Fighters,29,"<a href=""https://proeyekyuu.com/player/?PlayerID=61865159"">Hosono, Haruki</a>",P,6,1.000,0,6,0,0,,61865159
2025,Regular Season,Hiroshima Toyo Carp,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=61965131"">Dohbayashi, Shota</a>",1B,34,0.988,156,11,2,11,,61965131
2025,Climax Series - First Stage,Orix Buffaloes,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=61965132"">Sugimoto, Yutaro</a>",OF,2,1.000,2,0,0,0,,61965132
2025,Regular Season,Orix Buffaloes,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=61965132"">Sugimoto, Yutaro</a>",OF,88,0.972,136,1,4,1,,61965132
2025,Regular Season,Orix Buffaloes,66,"<a href=""https://proeyekyuu.com/player/?PlayerID=61965136"">Suzuki, Hiroshi</a>",P,15,1.000,0,2,0,0,,61965136
2025,Regular Season,Hiroshima Toyo Carp,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=61965139"">Tanaka, Kosuke</a>",1B,1,1.000,1,0,0,0,,61965139
2025,Regular Season,Hiroshima Toyo Carp,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=61965139"">Tanaka, Kosuke</a>",3B,10,1.000,3,13,0,1,,61965139
2025,Regular Season,Hiroshima Toyo Carp,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=61965139"">Tanaka, Kosuke</a>",SS,1,1.000,1,3,0,0,,61965139
2025,Regular Season,Tohoku Rakuten Golden Eagles,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=61965151"">Kobukata, Hiroto</a>",2B,114,0.991,186,255,4,39,,61965151
2025,Regular Season,Orix Buffaloes,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=61965157"">Sugisawa, Ryu</a>",OF,12,1.000,11,0,0,0,,61965157
2025,Regular Season,Chunichi Dragons,23,"<a href=""https://proeyekyuu.com/player/?PlayerID=63065150"">Chavis, Michael</a>",3B,31,0.917,18,48,6,2,,63065150
2025,Regular Season,Chiba Lotte Marines,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=63065155"">Polanco, Gregory</a>",OF,1,1.000,3,0,0,0,,63065155
2025,Regular Season,Chunichi Dragons,17,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165134"">Yanagi, Yuya</a>",P,14,0.958,8,15,1,3,,63165134
2025,Regular Season,Saitama Seibu Lions,15,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165136"">Yoza, Kaito</a>",P,16,0.963,8,18,1,1,,63165136
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165150"">Yamagata, Shu</a>",SS,4,1.000,7,4,0,1,,63165150
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165150"">Yamagata, Shu</a>",2B,1,0.000,0,0,0,0,,63165150
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165150"">Yamagata, Shu</a>",SS,1,1.000,0,2,0,0,,63165150
2025,Regular Season,Hokkaido Nippon-Ham Fighters,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165150"">Yamagata, Shu</a>",2B,28,0.986,26,45,1,13,,63165150
2025,Regular Season,Hokkaido Nippon-Ham Fighters,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165150"">Yamagata, Shu</a>",SS,57,0.995,69,123,1,20,,63165150
2025,Regular Season,Saitama Seibu Lions,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165153"">Mizukami, Yoshinobu</a>",P,5,1.000,1,3,0,1,,63165153
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165155"">Mizuno, Tatsuki</a>",2B,3,1.000,2,3,0,0,,63165155
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165155"">Mizuno, Tatsuki</a>",SS,3,1.000,1,5,0,0,,63165155
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165155"">Mizuno, Tatsuki</a>",2B,1,1.000,2,4,0,0,,63165155
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165155"">Mizuno, Tatsuki</a>",SS,1,1.000,1,4,0,1,,63165155
2025,Regular Season,Hokkaido Nippon-Ham Fighters,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165155"">Mizuno, Tatsuki</a>",2B,9,1.000,2,8,0,1,,63165155
2025,Regular Season,Hokkaido Nippon-Ham Fighters,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=63165155"">Mizuno, Tatsuki</a>",SS,92,0.964,120,228,13,41,,63165155
2025,Regular Season,Yokohama DeNA Baystars,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=63365150"">Wakamatsu, Naoki</a>",P,7,1.000,0,1,0,0,,63365150
2025,Regular Season,Tokyo Yakult Swallows,26,"<a href=""https://proeyekyuu.com/player/?PlayerID=63365153"">Yamano, Taichi</a>",P,14,0.870,5,15,3,2,,63365153
2025,Regular Season,Hokkaido Nippon-Ham Fighters,95,"<a href=""https://proeyekyuu.com/player/?PlayerID=63365155"">Yanagawa, Taisei</a>",P,37,1.000,0,2,0,0,,63365155
2025,Climax Series - First Stage,Orix Buffaloes,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=63565155"">Watanabe, Haruto</a>",OF,1,0.000,0,0,0,0,,63565155
2025,Regular Season,Orix Buffaloes,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=63565155"">Watanabe, Haruto</a>",OF,42,1.000,24,0,0,0,,63565155
2025,Regular Season,Hanshin Tigers,95,"<a href=""https://proeyekyuu.com/player/?PlayerID=63765150"">Hernandez, Ramon</a>",1B,3,1.000,16,1,0,0,,63765150
2025,Regular Season,Hanshin Tigers,95,"<a href=""https://proeyekyuu.com/player/?PlayerID=63765150"">Hernandez, Ramon</a>",3B,18,0.926,6,19,2,1,,63765150
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,35,"<a href=""https://proeyekyuu.com/player/?PlayerID=63965134"">Moinelo, Livan</a>",P,2,0.800,2,2,1,0,,63965134
2025,Japan Series,Fukuoka Softbank Hawks,35,"<a href=""https://proeyekyuu.com/player/?PlayerID=63965134"">Moinelo, Livan</a>",P,1,1.000,2,1,0,0,,63965134
2025,Regular Season,Fukuoka Softbank Hawks,35,"<a href=""https://proeyekyuu.com/player/?PlayerID=63965134"">Moinelo, Livan</a>",P,24,1.000,3,17,0,0,,63965134
2025,Regular Season,Chunichi Dragons,94,"<a href=""https://proeyekyuu.com/player/?PlayerID=63965150"">Walters, Nash</a>",P,3,0.000,0,0,0,0,,63965150
2025,Regular Season,Tohoku Rakuten Golden Eagles,23,"<a href=""https://proeyekyuu.com/player/?PlayerID=63965157"">Franco, Maikel</a>",3B,38,0.925,13,49,5,4,,63965157
2025,Regular Season,Saitama Seibu Lions,13,"<a href=""https://proeyekyuu.com/player/?PlayerID=71075130"">Takahashi, Kona</a>",P,24,0.920,11,12,2,0,,71075130
2025,Climax Series - Final Stage,Hanshin Tigers,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=71075138"">Chikamoto, Koji</a>",OF,3,1.000,2,0,0,0,,71075138
2025,Japan Series,Hanshin Tigers,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=71075138"">Chikamoto, Koji</a>",OF,5,1.000,10,0,0,0,,71075138
2025,Regular Season,Hanshin Tigers,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=71075138"">Chikamoto, Koji</a>",OF,138,0.991,333,5,3,2,,71075138
2025,Regular Season,Saitama Seibu Lions,58,"<a href=""https://proeyekyuu.com/player/?PlayerID=71075139"">Nakamura, Yuta</a>",P,20,1.000,1,1,0,1,,71075139
2025,Regular Season,Hiroshima Toyo Carp,28,"<a href=""https://proeyekyuu.com/player/?PlayerID=71075150"">Sato, Ryunosuke</a>",P,6,1.000,0,3,0,0,,71075150
2025,Regular Season,Chiba Lotte Marines,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=71075151"">Satoh, Toshiya</a>",1B,4,1.000,14,0,0,2,,71075151
2025,Regular Season,Chiba Lotte Marines,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=71075151"">Satoh, Toshiya</a>",C,58,1.000,373,42,0,1,3,71075151
2025,Regular Season,Saitama Seibu Lions,71,"<a href=""https://proeyekyuu.com/player/?PlayerID=71075155"">Sugai, Shinya</a>",P,11,1.000,2,3,0,0,,71075155
2025,Regular Season,Tokyo Yakult Swallows,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=71175132"">Aoyagi, Koyo</a>",P,3,1.000,0,2,0,1,,71175132
2025,Regular Season,Orix Buffaloes,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=71175136"">Azuma, Kohei</a>",P,6,1.000,4,4,0,0,,71175136
2025,Regular Season,Yomiuri Giants,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=71175150"">Aramaki, Yu</a>",1B,11,1.000,75,6,0,7,,71175150
2025,Regular Season,Yomiuri Giants,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=71175150"">Aramaki, Yu</a>",3B,6,0.909,4,6,1,1,,71175150
2025,Regular Season,Fukuoka Softbank Hawks,52,"<a href=""https://proeyekyuu.com/player/?PlayerID=71175153"">Akihiro, Yuto</a>",1B,2,1.000,3,1,0,0,,71175153
2025,Regular Season,Fukuoka Softbank Hawks,52,"<a href=""https://proeyekyuu.com/player/?PlayerID=71175153"">Akihiro, Yuto</a>",OF,16,1.000,23,0,0,0,,71175153
2025,Regular Season,Yomiuri Giants,55,"<a href=""https://proeyekyuu.com/player/?PlayerID=71175153"">Akihiro, Yuto</a>",1B,1,1.000,1,0,0,0,,71175153
2025,Regular Season,Yomiuri Giants,55,"<a href=""https://proeyekyuu.com/player/?PlayerID=71175153"">Akihiro, Yuto</a>",OF,2,1.000,5,0,0,0,,71175153
2025,Regular Season,Hanshin Tigers,16,"<a href=""https://proeyekyuu.com/player/?PlayerID=71275118"">Nishi, Yuki</a>",P,1,1.000,0,1,0,0,,71275118
2025,Regular Season,Chiba Lotte Marines,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=71275132"">Chatani, Kenta</a>",1B,13,1.000,15,0,0,2,,71275132
2025,Regular Season,Chiba Lotte Marines,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=71275132"">Chatani, Kenta</a>",2B,5,1.000,0,3,0,0,,71275132
2025,Regular Season,Chiba Lotte Marines,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=71275132"">Chatani, Kenta</a>",3B,5,0.667,0,2,1,0,,71275132
2025,Regular Season,Chiba Lotte Marines,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=71275132"">Chatani, Kenta</a>",SS,21,0.963,11,15,1,3,,71275132
2025,Regular Season,Chiba Lotte Marines,16,"<a href=""https://proeyekyuu.com/player/?PlayerID=71275134"">Taneichi, Atsuki</a>",P,24,1.000,5,18,0,1,,71275134
2025,Regular Season,Tokyo Yakult Swallows,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=71275151"">Takeoka, Ryusei</a>",2B,17,1.000,14,32,0,6,,71275151
2025,Regular Season,Tokyo Yakult Swallows,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=71275151"">Takeoka, Ryusei</a>",3B,14,0.973,5,31,1,2,,71275151
2025,Regular Season,Tokyo Yakult Swallows,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=71275151"">Takeoka, Ryusei</a>",SS,13,0.964,23,31,2,4,,71275151
2025,Regular Season,Chiba Lotte Marines,47,"<a href=""https://proeyekyuu.com/player/?PlayerID=71275153"">Suzuki, Shota</a>",P,29,1.000,1,2,0,0,,71275153
2025,Regular Season,Chiba Lotte Marines,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=71275157"">Tomosugi, Atsuki</a>",SS,116,0.979,115,258,8,38,,71275157
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,29,"<a href=""https://proeyekyuu.com/player/?PlayerID=71375134"">Ohe, Ryusei</a>",P,2,0.000,0,0,0,0,,71375134
2025,Regular Season,Fukuoka Softbank Hawks,29,"<a href=""https://proeyekyuu.com/player/?PlayerID=71375134"">Ohe, Ryusei</a>",P,16,1.000,1,2,0,0,,71375134
