Season,Game Type,Team,#,Name,W,L,S,HLD,HP,G,IP,WPCT,ERA,WHIP,R/9,R/G,H/9,HR/9,K/9,BB/9,K/BB,BF,H,R,ER,HR,K,BB,IBB,DB,WP,BLK,CG,SHO,No BB,GS,GF,PlayerID
1962,Regular Season,Hanshin Tigers,55,"Murakami, Toshiyoshi",0,0,,,,1,0.0,0.000,0.000,,,0.000,,,,,0.000,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,53153825
1962,Regular Season,Hankyu Braves,13,"Rick, Fred",3,5,,,,19,56.2,0.375,3.630,1.376,4.288,1.421,9.529,0.476,5.559,2.859,1.944,249,60,27,23,3,35,18,,2,2,0,0,0,0,11,3,53353825
1962,Regular Season,Kintetsu Buffaloes,14,"Tokuhisa, Toshiaki",1,3,,,,18,46.2,0.250,4.600,1.350,5.014,1.444,10.029,0.771,6.364,2.121,3.000,192,52,26,24,4,33,11,,0,1,0,1,0,0,7,2,61063823
1962,Regular Season,Hanshin Tigers,20,"Ishikawa, Midori",5,4,,,,35,127.2,0.556,2.320,1.089,2.890,1.171,7.825,0.423,5.217,1.974,2.643,509,111,41,33,6,74,28,,4,1,1,5,1,2,19,5,61163800
1962,Regular Season,Yomiuri Giants,21,"Ito, Yoshiaki",4,5,,,,39,123.0,0.444,2.710,1.325,3.220,1.128,7.902,0.659,7.024,4.024,1.745,520,108,44,37,9,96,55,,2,5,1,3,1,0,16,2,61163808
1962,Regular Season,Kokutetsu Swallows,13,"Arakawa, Iwao",0,0,,,,4,7.1,0.000,7.880,1.636,11.045,2.250,12.273,2.455,3.682,2.455,1.500,34,10,9,7,2,3,2,,0,0,0,0,0,0,0,3,61163825
1962,Regular Season,Nankai Hawks,39,"Tazawa, Yoshio",2,2,,,,22,65.0,0.500,4.150,1.231,4.985,1.636,8.446,1.108,4.292,2.631,1.632,261,61,36,30,8,31,19,,1,0,0,0,0,0,5,3,61263800
1962,Regular Season,Mainichi Daiei Orions,11,"Tsumashima, Yoshiro",0,0,,,,7,9.1,0.000,3.600,1.393,3.857,0.571,9.643,1.929,3.857,2.893,1.333,40,10,4,4,2,4,3,,0,0,0,0,0,0,0,3,61263825
1962,Regular Season,Hiroshima Carp,17,"Ugari, Michio",1,5,,,,23,61.0,0.167,4.130,1.377,4.721,1.391,10.033,1.328,2.361,2.361,1.000,257,68,32,28,9,16,16,,0,0,0,1,0,1,7,4,61363802
1962,Regular Season,Hiroshima Carp,29,"Oba, Susumu",5,5,,,,49,100.0,0.500,4.230,1.450,4.860,1.102,10.710,0.900,3.780,2.340,1.615,445,119,54,47,10,42,26,,0,1,0,0,0,0,12,5,61363808
1962,Regular Season,Yomiuri Giants,19,"Murase, Hiromoto",2,2,,,,19,56.1,0.500,2.680,0.888,3.355,1.105,6.391,0.799,3.675,1.598,2.300,218,40,21,17,5,23,10,,6,0,0,1,1,0,9,4,61463823
1962,Regular Season,Nankai Hawks,10,"Niiyama, Akitada",1,1,,,,20,41.1,0.500,3.640,1.573,4.573,1.050,12.194,0.653,5.444,1.960,2.778,183,56,21,17,3,25,9,,1,0,0,0,0,0,4,9,61463825
1962,Regular Season,Hankyu Braves,37,"Oishi, Yataro",0,0,,,,15,35.0,0.000,2.830,0.943,3.343,0.867,7.714,0.514,3.086,0.771,4.000,138,30,13,11,2,12,3,,0,0,0,0,0,0,4,2,61563825
1962,Regular Season,Hiroshima Carp,45,"Sugimoto, Kikuo",0,0,,,,7,9.1,0.000,3.600,1.286,3.857,0.571,6.750,0.964,0.964,4.821,0.200,40,7,4,4,1,1,5,,0,0,0,0,0,0,0,4,61763823
1962,Regular Season,Yomiuri Giants,22,"Takahashi, Eiichiro",0,0,,,,7,9.0,0.000,8.000,2.444,8.000,1.143,14.000,3.000,8.000,8.000,1.000,50,14,8,8,3,8,8,,1,0,0,0,0,0,3,3,61963823
1962,Regular Season,Kintetsu Buffaloes,36,"Yoshihara, Taketoshi",0,0,,,,4,3.2,0.000,0.000,2.182,2.455,0.250,14.727,0.000,4.909,4.909,1.000,18,6,1,0,0,2,2,,0,0,0,0,0,0,0,2,63163802
1962,Regular Season,Nankai Hawks,22,"Minagawa, Mutsuo",19,4,,,,59,212.1,0.826,2.490,1.102,2.882,1.153,8.520,0.551,5.044,1.399,3.606,849,201,68,59,13,119,33,,1,0,0,8,3,3,22,19,63163809
1962,Regular Season,Kintetsu Buffaloes,12,"Yamamoto, Shigemasa",2,5,,,,25,61.1,0.286,3.770,1.402,4.109,1.120,8.511,0.880,8.804,4.109,2.143,263,58,28,26,6,60,28,,2,2,0,0,0,0,8,9,63163825
1962,Regular Season,Kokutetsu Swallows,34,"Kaneda, Masaichi",22,17,,,,48,343.1,0.564,1.730,1.005,2.045,1.625,6.947,0.655,6.868,2.097,3.275,1342,265,78,66,25,262,80,,8,5,0,24,1,1,30,17,71073801
1962,Regular Season,Nankai Hawks,53,"Haraigawa, Masatoshi",0,1,,,,4,5.1,0.000,10.500,2.625,11.813,1.750,15.188,1.688,6.750,8.438,0.800,29,9,7,7,1,4,5,,0,0,0,0,0,0,1,0,71073806
1962,Regular Season,Hankyu Braves,16,"Adachi, Mitsuhiro",8,4,,,,39,123.2,0.667,1.960,0.922,2.329,0.821,6.695,0.582,6.841,1.601,4.273,483,92,32,27,8,94,22,,1,0,0,4,4,2,9,11,71173808
1962,Regular Season,Nishitetsu Lions,16,"Ando, Toshio",0,0,,,,2,2.0,0.000,4.500,1.500,4.500,0.500,9.000,4.500,4.500,4.500,1.000,10,2,1,1,1,1,1,,1,0,0,0,0,0,0,2,71173825
1962,Regular Season,Toei Flyers,12,"Tominaga, Tadao",8,6,,,,47,165.1,0.571,2.390,1.004,2.994,1.170,7.403,0.653,7.022,1.633,4.300,651,136,55,44,12,129,30,,5,1,0,2,1,0,14,13,71273802
1962,Regular Season,Kintetsu Buffaloes,37,"Fukuhara, Masaru",0,1,,,,19,33.2,0.000,3.440,1.396,6.950,1.368,9.891,0.535,6.149,2.673,2.300,149,37,26,13,2,23,10,,0,0,0,0,0,0,2,6,71273808
1962,Regular Season,Chunichi Dragons,70,"Takeya, Saburo",0,0,,,,1,0.1,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,27.000,0.000,2,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,71273825
1962,Regular Season,Nishitetsu Lions,24,"Inao, Kazuhisa",25,18,,,,57,320.2,0.581,2.300,1.051,2.751,1.719,7.887,0.758,6.399,1.572,4.071,1276,281,98,82,27,228,56,,4,1,0,23,6,7,29,20,71373802
1962,Regular Season,Toei Flyers,41,"Okada, Tadahiro",0,0,,,,11,19.2,0.000,3.600,1.576,5.949,1.182,10.068,0.915,3.203,4.119,0.778,89,22,13,8,2,7,9,,0,0,0,0,0,0,0,3,71373806
1962,Regular Season,Toei Flyers,28,"Ishikawa, Yozo",0,0,,,,2,3.0,0.000,3.000,1.333,3.000,0.500,9.000,0.000,9.000,3.000,3.000,13,3,1,1,0,3,1,,0,0,0,0,0,0,0,1,71373825
1962,Regular Season,Nankai Hawks,34,"Miura, Kiyohiro",17,8,,,,58,222.1,0.680,2.620,1.129,3.076,1.310,7.934,0.405,5.789,2.226,2.600,901,196,76,65,10,143,55,,9,5,0,7,0,0,25,20,71473804
1962,Regular Season,Hankyu Braves,11,"Makino, Hiroshi",1,0,,,,14,29.0,1.000,3.720,1.310,5.586,1.286,9.310,0.621,4.345,2.483,1.750,123,30,18,12,2,14,8,,1,0,0,0,0,0,0,3,71473823
1962,Regular Season,Toei Flyers,21,"Dobashi, Masayuki",17,14,,,,48,272.0,0.548,2.380,1.029,2.945,1.854,8.471,0.397,4.632,0.794,5.833,1084,256,89,72,12,140,24,,2,0,0,14,4,7,30,16,71473825
1962,Regular Season,Nishitetsu Lions,1,"Oyane, Hiromi",0,0,,,,11,21.0,0.000,5.570,1.238,5.571,1.182,10.286,1.286,2.571,0.857,3.000,85,24,13,13,3,6,2,,0,1,0,0,0,0,2,4,71573809
1962,Regular Season,Taiyo Whales,43,"Iwamoto, Yasuhide",0,0,,,,1,2.0,0.000,4.500,1.000,4.500,1.000,9.000,4.500,9.000,0.000,,8,2,1,1,1,2,0,,0,0,0,0,0,0,0,1,71573825
1962,Regular Season,Kokutetsu Swallows,36,"Shimatani, Isao",0,0,,,,3,5.0,0.000,0.000,1.000,3.600,0.667,7.200,0.000,1.800,1.800,1.000,20,4,2,0,0,1,1,,0,0,0,0,0,0,0,2,71773806
1962,Regular Season,Chunichi Dragons,35,"Kamai, Toshiharu",0,0,,,,1,2.0,0.000,0.000,1.000,0.000,0.000,4.500,0.000,4.500,4.500,1.000,8,1,0,0,0,1,1,,0,0,0,0,0,0,0,1,71773825
1962,Regular Season,Mainichi Daiei Orions,13,"Mankovitch, Frank",0,0,,,,12,29.0,0.000,3.720,1.379,4.655,1.250,8.379,0.621,3.414,4.034,0.846,123,27,15,12,2,11,13,,0,0,0,0,0,0,2,4,71873825
1962,Regular Season,Nishitetsu Lions,21,"Shimabara, Yukio",1,2,,,,19,31.0,0.333,3.480,1.452,4.065,0.737,11.613,1.161,6.097,1.452,4.200,137,40,14,12,4,21,5,,1,1,0,0,0,0,1,5,71973805
1962,Regular Season,Mainichi Daiei Orions,47,"Doi, Yutaka",0,0,,,,3,1.1,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.000,6.750,0.000,5,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,71973806
1962,Regular Season,Nishitetsu Lions,29,"Tanaka, Tsutomu",6,8,,,,30,132.1,0.429,2.440,1.224,3.401,1.667,6.801,0.476,7.413,4.217,1.758,544,100,50,36,7,109,62,,4,0,0,4,1,0,18,9,71973823
1962,Regular Season,Taiyo Whales,27,"Sasaki, Kichiro",0,4,,,,7,31.2,0.000,2.250,0.884,2.274,1.143,6.537,1.137,5.116,1.421,3.600,118,23,8,8,4,18,5,,0,0,0,1,0,1,3,2,71973825
1962,Regular Season,Hanshin Tigers,14,"Honma, Masaru",0,2,,,,12,19.1,0.000,4.050,1.397,4.655,0.833,9.310,0.931,7.914,3.259,2.429,85,20,10,9,2,17,7,,2,0,0,0,0,0,2,3,81083806
1962,Regular Season,Hiroshima Carp,46,"Tamura, Yoshiki",0,0,,,,1,3.0,0.000,9.000,2.333,9.000,3.000,15.000,0.000,6.000,6.000,1.000,15,5,3,3,0,2,2,,0,1,0,0,0,0,0,1,81083825
1962,Regular Season,Kintetsu Buffaloes,15,"Otsu, Mamoru",6,4,,,,46,91.2,0.600,2.930,1.276,3.829,0.848,9.524,0.884,5.695,1.964,2.900,376,97,39,30,9,58,20,,1,0,0,0,0,0,4,19,81183803
1962,Regular Season,Kintetsu Buffaloes,62,"Ito, Yukio",0,0,,,,5,10.0,0.000,2.700,1.100,2.700,0.600,8.100,0.900,11.700,1.800,6.500,41,9,3,3,1,13,2,,0,0,0,0,0,0,0,3,81183825
1962,Regular Season,Hiroshima Carp,16,"Bizen, Yoshio",1,3,,,,23,52.0,0.250,5.190,1.423,6.058,1.522,11.942,0.173,4.154,0.865,4.800,229,69,35,30,1,24,5,,2,0,0,1,0,0,6,4,81283805
1962,Regular Season,Nishitetsu Lions,20,"Nishimura, Sadaaki",0,0,,,,4,7.1,0.000,4.500,1.500,6.136,1.250,9.818,1.227,3.682,3.682,1.000,33,8,5,4,1,3,3,,0,0,0,0,0,0,1,1,81283807
1962,Regular Season,Kintetsu Buffaloes,18,"Mickens, Glenn",8,9,,,,39,190.0,0.471,2.790,1.121,4.405,2.385,8.100,0.663,5.447,1.989,2.738,787,171,93,59,14,115,42,,11,1,0,4,2,0,30,5,81283808
1962,Regular Season,Kintetsu Buffaloes,45,"Kubo, Masahiro",28,21,,,,66,300.2,0.571,3.020,1.211,3.652,1.848,8.800,0.389,5.029,2.095,2.400,1245,294,122,101,13,168,70,,7,2,1,10,1,2,23,29,81383821
1962,Regular Season,Kintetsu Buffaloes,58,"Iwakami, Koritsu",0,0,,,,6,6.0,0.000,7.500,1.333,7.500,0.833,12.000,1.500,6.000,0.000,,24,8,5,5,1,4,0,,1,0,0,0,0,0,1,3,81383825
1962,Regular Season,Mainichi Daiei Orions,58,"Nishi, Mitsuo",2,1,,,,10,33.0,0.667,4.360,1.394,5.182,1.900,10.364,0.818,7.364,2.182,3.375,144,38,19,16,3,27,8,,0,0,0,0,0,0,5,3,81483825
1962,Regular Season,Hiroshima Carp,20,"Kawamura, Hisafumi",0,4,,,,14,40.1,0.000,4.610,1.314,5.355,1.714,8.926,0.893,5.355,2.901,1.846,176,40,24,21,4,24,13,,1,1,0,0,0,0,11,0,81583807
1962,Regular Season,Chunichi Dragons,28,"Kawamura, Yasuhiko",4,5,,,,35,122.0,0.444,3.020,1.115,3.320,1.286,7.451,0.664,4.869,2.582,1.886,494,101,45,41,9,66,35,,3,6,0,4,3,1,11,4,81583808
1962,Regular Season,Mainichi Daiei Orions,36,"Sasaki, Katsutoshi",0,0,,,,2,3.0,0.000,9.000,1.667,12.000,2.000,12.000,0.000,9.000,3.000,3.000,14,4,4,3,0,3,1,,0,1,0,0,0,0,0,1,81583821
1962,Regular Season,Yomiuri Giants,26,"Nakamura, Minoru",9,12,,,,52,212.1,0.429,2.280,0.961,2.501,1.135,6.358,0.593,5.637,2.289,2.463,819,150,59,54,14,133,54,,7,0,0,6,2,1,16,21,81983804
1962,Regular Season,Hankyu Braves,18,"Yoneda, Tetsuya",20,17,,,,52,261.2,0.541,3.230,1.219,3.887,2.173,8.220,0.482,7.945,2.752,2.888,1092,239,113,94,14,231,80,,8,2,0,10,1,2,30,20,83183802
1962,Regular Season,Nishitetsu Lions,37,"Yoda, Yoshinobu",0,1,,,,14,32.1,0.000,3.820,1.361,6.124,1.571,9.464,0.557,5.567,2.784,2.000,143,34,22,14,2,20,10,,0,0,0,0,0,0,4,3,83183825
1962,Regular Season,Kokutetsu Swallows,11,"Tadokoro, Zenjiro",0,5,,,,34,81.0,0.000,2.670,1.012,3.556,0.941,7.111,0.556,4.778,2.000,2.389,323,64,32,24,5,43,18,,1,3,0,2,0,0,6,10,91093807
1962,Regular Season,Nishitetsu Lions,35,"Nakajima, Junichi",0,0,,,,7,12.1,0.000,4.850,1.541,6.568,1.286,12.405,2.189,2.919,1.459,2.000,57,17,9,7,3,4,2,,0,0,0,0,0,0,1,4,91093808
1962,Regular Season,Kokutetsu Swallows,17,"Suzuki, Kiyotake",1,6,,,,41,97.1,0.143,3.860,1.192,4.068,1.073,7.305,0.370,6.380,3.421,1.865,406,79,44,42,4,69,37,,6,3,0,0,0,0,5,12,91093825
1962,Regular Season,Hankyu Braves,19,"Akimoto, Yusaku",2,7,,,,30,81.1,0.222,4.060,1.426,5.311,1.600,10.623,0.775,6.197,2.213,2.800,359,96,48,37,7,56,20,,0,0,0,2,0,0,11,5,91193802
1962,Regular Season,Kokutetsu Swallows,32,"Fukita, Toshiaki",0,0,,,,1,1.0,0.000,9.000,2.000,18.000,2.000,18.000,0.000,0.000,0.000,,5,2,2,1,0,0,0,,0,0,0,0,0,0,0,1,91293804
1962,Regular Season,Kintetsu Buffaloes,23,"Osada, Hiroyuki",0,0,,,,20,16.0,0.000,7.310,1.938,9.563,0.850,10.688,2.813,6.750,6.750,1.000,77,19,17,13,5,12,12,,1,1,0,0,0,0,1,4,91393806
1962,Regular Season,Kintetsu Buffaloes,33,"Osaka, Masahiko",0,0,,,,3,5.0,0.000,3.600,1.800,5.400,1.000,12.600,0.000,9.000,3.600,2.500,23,7,3,2,0,5,2,,0,0,0,0,0,0,0,1,91393823
1962,Regular Season,Hanshin Tigers,2,"Nakajima, Hiroki",0,0,,,,1,2.0,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,7,0,0,0,0,0,2,,0,0,0,0,0,0,0,1,91493825
1962,Regular Season,Taiyo Whales,44,"Koda, Masaru",0,0,,,,2,1.0,0.000,0.000,4.000,18.000,1.000,36.000,0.000,0.000,0.000,,7,4,2,0,0,0,0,,0,0,0,0,0,0,0,1,91593806
1962,Regular Season,Chunichi Dragons,17,"Nishio, Shigetaka",3,1,,,,22,39.0,0.750,3.000,1.077,3.000,0.591,7.846,0.692,4.154,1.846,2.250,156,34,13,13,3,18,8,,1,0,0,0,0,0,3,5,91693809
1962,Regular Season,Hanshin Tigers,4,"Bacque, Gene",0,3,,,,8,23.0,0.000,4.700,1.435,4.696,1.500,9.000,0.391,6.261,3.913,1.600,100,23,12,12,1,16,10,,0,1,0,0,0,0,4,2,91693825
1962,Regular Season,Hankyu Braves,33,"Kajimoto, Takao",14,15,,,,50,235.2,0.483,3.280,1.286,3.934,2.060,9.318,0.687,5.881,2.253,2.610,983,244,103,86,18,154,59,,3,7,0,12,0,0,23,22,91793809
1962,Regular Season,Nankai Hawks,6,"Stanka, Joe",8,10,,,,38,206.1,0.444,3.610,1.250,4.057,2.447,8.113,0.698,5.714,3.141,1.819,864,186,93,83,16,131,72,,8,6,0,5,0,1,35,3,91793821
1962,Regular Season,Taiyo Whales,67,"Grunwald, Al",2,8,,,,26,83.1,0.200,4.500,1.428,5.400,1.923,7.452,0.756,4.644,5.400,0.860,349,69,50,42,7,43,50,,0,5,1,2,0,0,11,8,91793825
1962,Regular Season,Kintetsu Buffaloes,32,"Makino, Noboru",2,3,,,,43,91.2,0.400,2.840,1.320,3.535,0.837,8.542,0.982,4.615,3.338,1.382,384,87,36,29,10,47,34,,1,2,0,1,1,0,8,10,91893802
1962,Regular Season,Yomiuri Giants,63,"Masuda, Akio",0,0,,,,3,6.0,0.000,0.000,1.333,0.000,0.000,9.000,0.000,4.500,3.000,1.500,25,6,0,0,0,3,2,,0,0,0,0,0,0,1,2,91893825
1962,Regular Season,Kintetsu Buffaloes,21,"Tsuta, Yukio",0,0,,,,2,2.0,0.000,4.500,2.000,4.500,0.500,13.500,0.000,0.000,4.500,0.000,10,3,1,1,0,0,1,,0,0,0,0,0,0,0,1,91993804
1962,Regular Season,Taiyo Whales,28,"Morita, Sakan",0,0,,,,1,0.0,0.000,0.000,,,0.000,,,,,0.000,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,93193825
